hs_code,description,uom,custom_duty_code
7219.2310,"Of a width up to 700 mm, thickness up to 4mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7219.2390,Other,,0
7219.2410,"Of a width up to 700 mm, of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7219.2490,Other,,0
7219.3100,Of a thickness of 4.75 mm or more,,0
7219.3210,"Of a width up to 700 mm, thickness up to 4mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7219.3290,Other,,0
7219.3310,"Of a width up to 700 mm, of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7219.3390,Other,,0
7219.3410,"Of a width up to 700 mm, of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7219.3490,Other,,0
7219.3510,"Of a width up to 700 mm, thickness up to 4mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7219.3590,Other,,0
7219.9010,Sheets in circular shape of all sizes,,0
7219.9090,Other,,0
7220.1100,Of a thickness of 4.75 mm or more,,0
7220.1210,"Of a thickness up to 4mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7220.1290,Other,,0
7220.2010,"Of a thickness up to 4mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7220.2090,Other,,0
7220.9010,"Of a thickness up to 4mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7220.9090,Other,,0
7221.0010,"Of a width 50mm or more, but not exceeding 200mm of Series 200, 301, 303, 304, 304L, 316, 316L, 410, 420 & 430",,0
7221.0090,Other,,0
7222.1100,Of circular cross-section,,0
7222.1900,Other,,0
7222.2000,"Bars and rods, not further worked than cold- formed or cold- finished",,0
7222.3000,Other bars and rods,,0
7222.4000,"Angles, shapes and sections",,0
7223.0000,Wire of stainless steel.,,5
7224.1000,Ingots and other primary forms,,5
7224.9000,Other,,5
7225.1100,Grain-oriented,,0
7225.1900,Other,,0
7225.3000,"Other, not further worked than hot- rolled, in coils",,0
7225.4000,"Other, not further worked than hot- rolled, not in coils",,0
7225.5000,"Other, not further worked than cold- rolled (cold- reduced)",,10
7225.9100,Electrolytically plated or coated with zinc,,10
7225.9200,Otherwise plated or coated with zinc,,10
7225.9900,Other,,10
7226.1100,Grain-oriented,,0
7226.1900,Other,,0
7226.2000,Of high speed steel,,0
7226.9100,Not further worked than hot-rolled,,0
7226.9200,Not further worked than cold-rolled (cold-reduced),,10
7226.9900,Other,,10
7227.1000,Of high speed steel,,5
7227.2000,Of silico-manganese steel,,10
7227.9010,Of circular cross-section measuring less than 7 mm in diameter,,10
7227.9090,Other,,10
7228.1000,"Bars and rods, of high speed steel",,5
7228.2010,Spring steel(SUP - 9 and equivalent),,20
7228.2090,Other,,5
7228.3010,"Case Hardening Steel (conforming to AISI-8620, 20MnCr5, SCM series and equivalent",,20
7228.3090,Other,,5
7228.4000,"Other bars rods, not further worked than forged",,5
7228.5000,"Other bars and rods, not further worked than cold- formed or cold- finished",,5
7228.6000,Other bars and rods,,5
7228.7000,"Angles, shapes and sections",,10
7228.8000,Hollow drill bars and rods,,10
7229.2000,Of silico- manganese steel,,20
7229.9000,Other,,20
7301.1000,Sheet piling,,10
7301.2000,"Angles, shapes and sections",,20
7302.1000,Rails,,15
7302.3000,"Switch blades, crossing frogs, point rods and other crossing pieces",,20
7302.4000,Fish- plates and sole plates,,20
7302.9000,Other,,20
7303.0000,"Tubes, pipes and hollow profiles, of cast iron.",,20
7304.1100,Of stainless steel,,15
7304.1900,Other,,15
7304.2200,Drill pipe of stainless steel,,15
7304.2300,Other drill pipe,,15
7304.2400,"Other, of stainless steel",,15
7304.2900,Other,,20
7304.3100,Cold-drawn or cold-rolled (cold-reduced),,15
7304.3900,Other,,15
7304.4100,Cold-drawn or cold-rolled (cold-reduced),,0
7304.4900,Other,,0
7304.5100,Cold-drawn or cold-rolled (cold-reduced),,15
7304.5900,Other,,15
7304.9000,Other,,20
7305.1100,Longitudinally submerged arc welded,,10
7305.1200,"Other, longitudinally welded",,10
7305.1900,Other,,10
7305.2000,Casing of a kind used in drilling for oil or gas,,10
7305.3100,Longitudinally welded,,10
7305.3900,Other,,10
7305.9000,Other,,10
7306.1100,"Welded, of stainless steel",,15
7306.1900,Other,,15
7306.2100,"Welded, of stainless steel",,15
7306.2900,Other,,15
7306.3010,Copper coated mild steel tubes upto 8.5 mm dia,,0
7306.3090,Other,,15
7306.4000,"Other, welded, of circular cross- section, of stainless steel",,15
7306.5000,"Other, welded, of circular cross- section, of other alloy steel",,15
7306.6100,Of square or rectangular cross-section,,15
7306.6900,Of other non-circular cross-section,,15
7306.9000,Other.,,15
7307.1110,In conformance to NACE certification as per MR-175,,0
7307.1190,Other,,20
7307.1910,In conformance to NACE certification as per MR-175,,0
7307.1920,Semi finished malleable iron pipe fittings,,10
7307.1990,Other,,20
7307.2100,Flanges,,0
7307.2200,"Threaded elbows, bends and sleeves",,0
7307.2300,Butt welding fittings,,0
7307.2900,Other,,0
7307.9110,Flanges for air intake pipes for agricultural tractors (upto 60 kW) of sub - headings 8701.9220 and 8701.9320,,35
7307.9120,Other for motor cars and vehicles,,35
7307.9190,Other,,20
7307.9200,"Threaded elbows, bends and sleeves",,20
7307.9300,Butt welding fittings,,10
7307.9900,Other,,20
7308.1000,Bridges and bridge sections,,20
7308.2000,Towers and lattice masts,,20
7308.3000,"Doors, windows and their frames and thresholds for doors",,20
7308.4000,"Equipment for scaffolding, shuttering, propping or pitpropping",,20
7308.9010,"Pillars, Columns, Plates, Rods, angles and Sections prepared for use in structures.",,20
7308.9020,"Gangways, girders, hangars, masts, hoists",,20
7308.9090,Other,,20
7309.0000,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat- insulated, but not fitted with mechanical or thermal equipment.",,20
7310.1000,Of a capacity of 50 l or more,,20
7310.2100,Cans which are to be closed by soldering or crimping,,20
7310.2900,Other,,20
7311.0010,For CNG,,0
7311.0020,For LPG,,0
7311.0030,For cryogenic,,0
7311.0040,For aerosol products,,15
7311.0090,Other,,20
7312.1010,Wire,,20
7312.1020,Rope,,20
7312.1090,Other,,20
7312.9010,Steel cord brass plated of a kind used in manufacture of pneumatic tyres,,0
7312.9090,Other,,20
7313.0000,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.",,20
7314.1200,"Endless bands for machinery, of stainless steel",,0
7314.1400,"Other woven cloth, of stainless steel",,0
7314.1910,Steel cord fabric of kind used in manufacture of tyres,,0
7314.1920,Other endless bands for machinery,,0
7314.1990,Other,,20
7314.2000,"Grill, netting and fencing, welded at the inter- section, of wire with a maximum cross- sectional dimension of 3 mm or more and having a mesh size of 100 cm2 or more",,20
7314.3100,Plated or coated with zinc,,20
7314.3900,Other,,20
7314.4100,Plated or coated with zinc,,20
7314.4200,Coated with plastics,,20
7314.4900,Other,,20
7314.5000,Expanded metal,,20
7315.1110,For vehicles of chapter 87,,35
7315.1120,Chain for bicycles of heading 87.12,,35
7315.1190,Other,,20
7315.1200,Other chain,,20
7315.1910,Adjuster for chain for vehicles of heading 87.11,,35
7315.1920,Other for motor cars and vehicles,,35
7315.1990,Other,,15
7315.2000,Skid chain,,20
7315.8100,Stud-link,,20
7315.8200,"Other, welded link",,20
7315.8900,Other,,20
7315.9000,Other parts,,20
7316.0000,"Anchors, grapnels and parts thereof, of iron or steel.",,20
7317.0010,Nails,,20
7317.0020,Tacks,,20
7317.0030,Drawing pins,,20
7317.0090,Other,,20
7318.1100,Coach screws,,20
7318.1200,Other wood screws,,20
7318.1300,Screw hooks and screw rings,,20
7318.1400,Self-tapping screws,,20
7318.1510,High tensile (DIN Grade 8.8. ASTM A325 or ASTM A 193 B7),,0
7318.1520,U Bolts for leaf springs for vehicles of chapter 87,,35
7318.1590,Other,,20
7318.1610,High tensile (DIN Grade 8.8. ASTM A325 or ASTM A 193 B7),,0
7318.1620,Wheel nuts for vehicles of chapter 87,,35
7318.1690,Other,,20
7318.1900,Other,,20
7318.2110,High tensile (DIN Grade 8.8. ASTM A325 or ASTM A 193 B7),,0
7318.2190,Other,,20
7318.2210,Thrust washers for vehicles of chapter 87,,35
7318.2220,Washer kick starter knuckle for vehicle of heading 87.11,,35
7318.2290,Other,,20
7318.2300,Rivets,,20
7318.2400,Cotters and cotter-pins,,20
7318.2900,Other,,15
7319.4000,Safety pins and other pins,,20
7319.9010,"Sewing, darning or embroidery needles",,5
7319.9090,Other,,20
7320.1010,"For motor cars of heading 87.03 and vehicles of sub headings 8703.2113, 8703.2193, 8703.2195, 8703.2240, 8704.2190, 8704.3130 and 8704.3190",,35
7320.1020,"For vehicles of heading 87.02 and sub-headings 8701.2020, 8701.2040, 8701.2090, 8704.2219, 8704.2299 and 8704.2390",,35
7320.1030,Following components for vehicle of heading 87.11: (A) For front shocks: (1) Spring front fork (2) Spring rebound front fork (3) Ring oil seal stopper (4) Pipe comp front fork (B) For rear shocks: (1) Spring rear cushion (2) Seat spring rear cushion (3) Spring rebound rear cushion (C ) For engine: (1) Spring kick starter double coil (2) Spring kick starter ratchet (3) Spring shift drum stopper (4) Spring clutch (5) Spring clutch damper (D) Other: (1) Spring oil through (2) Spring side cover lock (3) Seat valve spring outer,,35
7320.1090,Other,,35
7320.2000,Helical springs,,20
7320.9010,Of a kind solely and principally used in manufacture of video cassettes,,20
7320.9020,Control spring for hydraulic lift for agricultural tractors of sub - headings 8701.9220 and 8701.9320,,35
7320.9090,Other,,20
7321.1111,In CKD/SKD condition,,20
7321.1119,Other,,20
7321.1190,Other,,20
7321.1200,For liquid fuel,,20
7321.1900,"Other, including appliances for solid fuel",,20
7321.8100,For gas fuel or for both gas and other fuels,,20
7321.8200,For liquid fuel,,20
7321.8900,"Other, including appliances for solid fuel",,20
7321.9000,Parts,,20
7322.1100,Of cast iron,,20
7322.1900,Other,,20
7322.9010,Air heaters and hot air distributors,,20
7322.9090,Other,,20
7323.1000,"Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like",,20
7323.9100,"Of cast iron, not enamelled",,20
7323.9200,"Of cast iron, enamelled",,20
7323.9300,Of stainless steel,,20
7323.9400,"Of iron (other than cast iron) or steel, enamelled",,20
7323.9900,Other,,20
7324.1010,Sinks,,20
7324.1020,Wash basins,,20
7324.2100,"Of cast iron, whether or not enamelled",,20
7324.2900,Other,,20
7324.9000,"Other, including parts",,20
7325.1000,Of non- malleable cast iron,,20
7325.9100,Grinding balls and similar articles for mills,,20
7325.9900,Other,,20
7326.1100,Grinding balls and similar articles for mills,,20
7326.1911,Upto 10 Kg,,10
7326.1919,Other,,10
7326.1920,Forgings of surgical & dental instruments,,0
7326.1930,Steel forgings exceeding 150kg,,0
7326.1990,Other,,20
7326.2000,Articles of iron or steel wire,,20
7326.9010,X-ray film hangers,,20
7326.9020,Tool box for agricultural tractors of sub - headings,,35
8701.9220,and,,8701.9320
7326.9030,Shoe lasts,,0
7326.9040,Steel balls not exceeding 1mm diameter,,0
7326.9050,"Clips, brackets, stays and other steel fittings for electrical wiring",,20
7326.9060,"Clamps, hose clips, hangers other than electrical wiring",,20
7326.9070,"Cosmetics or powder boxes and cases, cigarette cases and tobacco boxes, waste paper baskets",,20
7326.9090,Other,,20
7401.0000,Copper mattes; cement copper (precipitated copper).,,0
7402.0000,Unrefined copper; copper anodes for electrolytic refining.,,0
7403.1100,Cathodes and sections of cathodes,,0
7403.1200,Wire-bars,,0
7403.1300,Billets,,0
7403.1900,Other,,0
7403.2100,Copper-zinc base alloys (brass),,0
7403.2200,Copper-tin base alloys (bronze),,0
7403.2900,Other copper alloys (other than master alloys of heading 74.05),,0
7404.0010,Brass scrap,,0
7404.0090,Other,,0
7405.0000,Master alloys of copper.,,0
7406.1000,Powders of non- lameller structure,,0
7406.2000,Powders of lameller structure; flakes,,0
7407.1010,Bars,,0
7407.1020,Rods,,0
7407.1030,Twisted copper bars,,0
7407.1040,Busbars of electrolytic grade of 99.9 % purity,,0
7407.1090,Other,,0
7407.2100,Of copper-zinc base alloys (brass),,0
7407.2900,Other,,0
7408.1100,Of which the maximum cross-sectional dimension exceeds 6 mm,,10
7408.1900,Other,,10
7408.2100,Of copper-zinc base alloys (brass),,15
7408.2200,Of copper-nickel base alloys (cupro-nickel) or copper nickel-zinc base alloys (nickel silver),,0
7408.2900,Other,,10
7409.1100,In coils,,10
7409.1910,Busbars of electrolytic grade of 99.9% purity,,0
7409.1990,Other,,20
7409.2100,In coils,,0
7409.2900,Other,,15
7409.3100,In coils,,10
7409.3900,Other,,10
7409.4000,Of copper- nickel base alloys (cupro- nickel) or copper nickel- zinc base alloys (nickel silver),,10
7409.9000,Of other copper alloys,,10
7410.1100,Of refined copper,,0
7410.1200,Of copper alloys,,0
7410.2100,Of refined copper,,0
7410.2200,Of copper alloys,,0
7411.1010,Capillary tube of diameter upto 2.25 mm,,0
7411.1020,Internally grooved tubes,,0
7411.1090,Other,,10
7411.2100,Of copper-zinc base alloys(brass),,0
7411.2200,Of copper-nickel base alloys (cupro-nickel) or copper nickel-zinc base alloys (nickel silver),,0
7411.2900,Other,,0
7412.1000,Of refined copper,,15
7412.2000,Of copper alloys,,15
7413.0000,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated.",,20
7415.1000,"Nails and tacks, drawing pins, staples and similar articles",,20
7415.2100,Washers (including spring washers),,20
7415.2900,Other,,20
7415.3300,Screws; bolts and nuts,,20
7415.3900,Other,,20
7418.1000,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",,20
7418.2000,Sanitary ware and parts thereof,,20
7419.2000,"Cast, moulded, stamped or forged, but not further worked",,0
7419.8010,Copper springs,,15
7419.8090,Other,,20
7501.1000,Nickel mattes,,0
7501.2000,Nickel oxide sinters and other intermediate products of nickel metallurgy,,0
7502.1000,"Nickel, not alloyed",,0
7502.2000,Nickel alloys,,0
7503.0000,Nickel waste and scrap.,,0
7504.0000,Nickel powders and flakes.,,0
7505.1100,"Of nickel, not alloyed",,0
7505.1200,Of nickel alloys,,0
7505.2100,"Of nickel, not alloyed",,0
7505.2200,Of nickel alloys,,0
7506.1000,"Of nickel, not alloyed",,0
7506.2000,Of nickel alloys,,0
7507.1100,"Of nickel, not alloyed",,15
7507.1200,Of nickel alloys,,15
7507.2000,Tube or pipe fittings,,15
7508.1000,"Cloth, grill and netting, of nickel wire",,15
7508.9010,Nickel rotary printing screen,,10
7508.9090,Other,,15
7601.1000,"Aluminium, not alloyed",,0
7601.2000,Aluminium alloys,,0
7602.0010,Of auto parts,,30
7602.0090,Other,,0
7603.1000,Powders of non- lameller structure,,0
7603.2000,Powders of lamellar structure; flakes,,0
7604.1010,Bars and rods,,0
7604.1090,Profiles,,20
7604.2100,Hollow profiles,,20
7604.2910,Bars and rods,,0
7604.2920,With cladding for noclock brazing,,0
7604.2990,Profiles,,20
7605.1100,Of which the maximum cross- sectional dimension exceeds 7 mm,,10
7605.1900,Other,,15
7605.2100,Of which the maximum cross- sectional dimension exceeds 7 mm,,10
7605.2900,Other,,15
7606.1100,"Of aluminium, not alloyed",,0
7606.1200,Of aluminium alloys,,0
7606.9110,"Aluminum sheet, anodized/polyurethene coated",,0
7606.9190,Other,,0
7606.9210,"Aluminium sheet, anodized/polyurethene coated",,0
7606.9290,Other,,5
7607.1100,Rolled but not further worked,,15
7607.1910,Adhesive tape,,0
7607.1920,Printed aluminium foil,,15
7607.1990,Other:,,15
7607.2000,Backed,,10
7608.1000,"Of aluminium, not alloyed",,10
7608.2000,Of aluminium alloys,,10
7609.0000,"Aluminium tube or pipe fittings (for example, couplings,elbows, sleeves).",,20
7610.1000,"Doors, windows and their frames and thresholds for doors",,20
7610.9000,Other,,20
7611.0000,"Aluminium reservoirs tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat- insulated, but not fitted with mechanical or thermal equipment.",,20
7612.1000,Collapsible tubular containers,,20
7612.9020,Oval cans of all sizes,,20
7612.9030,Round cans of a capacity upto 300 mL,,20
7612.9040,Other round cans,,10
7612.9090,Other,,20
7613.0010,Aerosol cans without valves and covers,,10
7613.0090,Other,,20
7614.1000,With steel core,,20
7614.9000,Other,,20
7615.1000,"Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like",,20
7615.2000,Sanitary ware and parts thereof,,20
7616.1000,"Nails, tacks, staples (other than those of heading 83.05), screws, bolts, nuts, screw hooks, rivets, cotters, cotter- pins, washers and similar articles",,20
7616.9100,"Cloth, grill, netting and fencing, of aluminium wire",,20
7616.9910,Castings and forgings,,10
7616.9920,Aluminium slugs,,15
7616.9930,Pencil ferrules,,10
7616.9990,Other,,20
7801.1000,Refined lead,,0
7801.9100,Containing by weight antimony as the principal other element,,0
7801.9900,Other,,0
7802.0000,Lead waste and scrap.,,0
7804.1100,"Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0.2 mm",,15
7804.1900,Other,,15
7804.2000,Powders and flakes,,15
7806.0010,Wire,,10
7806.0020,"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",,20
7806.0090,Other,,20
7901.1100,Containing by weight 99.99 % or more of zinc,,0
7901.1200,Containing by weight less than 99.99 % of zinc,,0
7901.2000,Zinc alloys,,0
7902.0000,Zinc waste and scrap.,,0
7903.1000,Zinc dust,,0
7903.9000,Other,,0
7904.0010,Wire,,0
7904.0090,Other,,0
7905.0000,"Zinc plates, sheets, strip and foil.",,0
7907.0010,Zinc slugs for dry battery cell containers,,0
7907.0020,Anodes,,0
7907.0090,Other,,15
8001.1000,"Tin, not alloyed",,0
8001.2000,Tin alloys,,0
8002.0000,Tin waste and scrap.,,0
8003.0000,"Tin bars, rods, profiles and wire",,0
8007.0010,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm.",,0
8007.0020,"Tin foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials), of a thickness (excluding any backing) not exceeding 0.2 mm; tin powders and flakes.",,0
8007.0030,"Tin tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",,15
8007.0090,Other,,20
8101.1000,Powders,,0
8101.9400,"Unwrought tungsten, including bars and rods obtained simply by sintering",,0
8101.9600,Wire,,0
8101.9700,Waste and scrap,,0
8101.9910,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",,0
8101.9990,Other,,0
8102.1000,Powders,,0
8102.9400,"Unwrought molybdenum, including bars and rods obtained simply by sintering",,0
8102.9500,"Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",,0
8102.9600,Wire,,0
8102.9700,Waste and scrap,,0
8102.9900,Other,,0
8103.2000,"Unwrought tantalum, including bars and rods obtained simply by sintering; powders",,0
8103.3000,Waste and scrap,,0
8103.9100,Crucibles,,0
8103.9900,Other,,0
8104.1100,Containing at least 99.8 % by weight of magnesium,,0
8104.1900,Other,,0
8104.2000,Waste and scrap,,0
8104.3000,"Raspings, turnings and granules, graded according to size; powders",,0
8104.9000,Other,,0
8105.2000,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; powders,,0
8105.3000,Waste and scrap,,0
8105.9000,Other,,0
8106.1000,"Containing more than 99.99 % of bismuth, by weight",,0
8106.9000,Other,,0
8108.2000,Unwrought titanium; powders,,0
8108.3000,Waste and scrap,,0
8108.9000,Other,,0
8109.2100,Containing less than 1 part hafnium to 500 parts zirconium by weight,,0
8109.2900,Other,,0
8109.3100,Containing less than 1 part hafnium to 500 parts zirconium by weight,,0
8109.3900,Other,,0
8109.9100,Containing less than 1 part hafnium to 500 parts zirconium by weight,,0
8109.9900,Other,,0
8110.1000,Unwrought antimony; powders,,0
8110.2000,Waste and scrap,,0
8110.9000,Other,,0
8111.0000,"Manganese and articles thereof, including waste and scrap.",,0
8112.1200,Unwrought; powders,,0
8112.1300,Waste and scrap,,0
8112.1900,Other,,0
8112.2100,Unwrought; powders,,0
8112.2200,Waste and scrap,,0
8112.2900,Other,,0
8112.3100,Unwrought; waste and scrap; powders,,0
8112.3900,Other,,0
8112.4100,Unwrought; waste and scrap; powders,,0
8112.4900,Other,,0
8112.5100,Unwrought; powders,,0
8112.5200,Waste and scrap,,0
8112.5900,Other,,0
8112.6100,Waste and scrap,,0
8112.6900,Other,,0
8112.9200,Unwrought; waste and scrap; powders,,0
8112.9900,Other,,0
8113.0000,"Cermets and articles thereof, including waste and scrap.",,0
8201.1000,Spades and shovels,,15
8201.3000,"Mattocks, picks, hoes and rakes",,15
8201.4000,"Axes, bill hooks and similar hewing tools",,15
8201.5000,Secateurs and similar one- handed pruners and shears (including poultry shears),,15
8201.6000,"Hedge shears, two- handed pruning shears and similar two- handed shears",,15
8201.9000,"Other hand tools of a kind used in agriculture, horticulture or forestry",,15
8202.1000,Hand saws,,10
8202.2000,Band saw blades,,0
8202.3100,With working part of steel,,0
8202.3900,"Other, including parts",,0
8202.4000,Chain saw blades,,10
8202.9100,"Straight saw blades, for working metal",,10
8202.9910,Ginsaw blades,,10
8202.9990,Other,,10
8203.1000,"Files, rasps and similar tools",,10
8203.2000,"Pliers (including cutting pliers), pincers, tweezers and similar tools",,10
8203.3000,Metal cutting shears and similar tools,,10
8203.4000,"Pipe- cutters, bolt croppers, perforating punches and similar tools",,10
8204.1100,Non-adjustable,,0
8204.1200,Adjustable,,0
8204.2000,"Interchangeable spanner sockets, with or without handles",,0
8205.1000,"Drilling, threading or tapping tools",,0
8205.2000,Hammers and sledge hammers,,10
8205.3000,"Planes, chisels, guages and similar cutting tools for working wood",,10
8205.4000,Screwdrivers,,10
8205.5100,Household tools,,10
8205.5900,Other,,10
8205.6000,Blow lamps,,10
8205.7000,"Vices, clamps and the like",,10
8205.9000,"Other, including sets of articles of two or more subheadings of this heading",,10
8206.0010,"For vehicles of heading 87.03 and vehicles of subheadings 8704.2190, 8704.3130, 8704.3150 and 8704.3190",,35
8206.0020,"For vehicles of heading 87.02 and sub-headings 8701.2020, 8701.2040,8701.2090 8701.9220,8701.9320, 8704.2219, 8704.2299 and 8704.2390",,35
8206.0030,Other for motor cars and vehicles,,35
8206.0090,Other,,10
8207.1300,With working part of cermets,,0
8207.1900,"Other, including parts",,0
8207.2000,Dies for drawing or extruding metal,,0
8207.3000,"Tools for pressing, stamping or punching",,0
8207.4000,Tools for trapping or threading,,0
8207.5010,Drills other than parallel or straight shank twist drills,,0
8207.5090,Other,,0
8207.6000,Tools for boring or broaching,,0
8207.7000,Tools for milling,,0
8207.8000,Tools for turning,,0
8207.9000,Other interchangeable tools,,0
8208.1000,For metal working,,0
8208.2000,For wood working,,0
8208.3000,For kitchen appliances or for machines used by the food industry,,10
8208.4000,"For agricultural, horticultural or forestry machines",,0
8208.9010,Knives and cutting blades for paper and paper board,,0
8208.9020,Die steel,,20
8208.9090,Other,,20
8209.0000,"Plates, sticks, tips and the like for tools, unmounted, of cermets.",,0
8210.0000,"Hand- operated mechanical appliances, weighing 10 kg or less, used in the preparation, conditioning or serving of food or drink.",,10
8211.1000,Sets of assorted articles,,20
8211.9100,Table knives having fixed blades,,20
8211.9200,Other knives having fixed blades,,20
8211.9300,Knives having other than fixed blades,,20
8211.9400,Blades,,20
8211.9500,Handles of base metal,,20
8212.1000,Razors,,20
8212.2000,"Safety razor blades, including razor blade blanks in strips",,20
8212.9000,Other parts,,20
8213.0000,"Scissors, tailors' shears and similar shears, and blades therefor.",,20
8214.1000,"Paper knives, letter openers, erasing knives, pencil sharpeners and blades therefor",,20
8214.2000,Manicure or pedicure sets and instruments (including nail files),,20
8214.9000,Other,,20
8215.1000,Sets of assorted articles containing at least one article plated with precious metal,,20
8215.2000,Other sets of assorted articles,,20
8215.9100,Plated with precious metal,,20
8215.9910,Spoons,,20
8215.9920,Forks,,20
8215.9990,Other,,20
8301.1000,Padlocks,,5
8301.2010,"Door locks for vehicles of sub - heading 8704.3190; Locks, meant for vehicles of heading 87.11",,35
8301.2090,Other,,35
8301.3000,Locks of a kind used for furniture,,20
8301.4000,Other locks,,20
8301.5000,"Clasps and frames with clasps, incorporating locks",,20
8301.6000,Parts,,20
8301.7000,Keys presented separately,,20
8302.1010,"Of a kind used in vehicles for doors, luggage compartment, luggage compartment lid, seats, bonnet, rear deck for vehicles of 87.03 and vehicles of sub-heading 8704.2190, 8704.3130 and 8704.3190 (except sliding door hinges)",,35
8302.1020,Of a kind used in doors of vehicles of heading 8704.2299,,35
8302.1030,Other for motor cars and vehicles,,35
8302.1090,Other,,20
8302.2000,Castors,,10
8302.3010,"(1) Latch assembly for hood/doors (manual type) of a kind used in vehicles for doors, luggage compartment lid and bonnet, for motor cars of heading 87.03 and vehicles of sub-heading 8703.2113, 8703.2195, 8703.2240 ( except back door latches), 8704.2190, 8704.3130 and 8704.3190 (2) Grip bars/ assistants, grab rails and parts thereof for vehicles of heading 87.03 and vehicles of sub-headings",,35
8302.3020,"Window opening mechanism, rack and pinion type for vehicles of sub-heading 8704.2219",,35
8302.3090,Other,,35
8302.4100,Suitable for buildings,,20
8302.4200,"Other, suitable for furniture",,20
8302.4900,Other,,20
8302.5000,"Hat- racks, hat- pegs, brackets and similar fixtures",,20
8302.6000,Automatic door closers,,20
8303.0000,"Armoured or reinforced safes, strong- boxes and doors and safe deposit lockers for strong- rooms, cash or deed boxes and the like, of base metal.",,20
8304.0000,"Filing cabinets, card- index cabinets, paper trays, paper rests, pen trays, office- stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading 94.03.",,20
8305.1000,Fittings for loose- leaf binders or files,,20
8305.2000,Staples in strips,,20
8305.9000,"Other, including parts",,20
8306.1000,"Bells, gongs and the like",,20
8306.2100,Plated with precious metal,,20
8306.2900,Other,,20
8306.3000,"Photograph, picture or similar frames; mirrors",,20
8307.1000,Of iron or steel,,20
8307.9000,Of other base metal,,20
8308.1010,Hooks,,10
8308.1020,Eyes and elyelets,,0
8308.2000,Tubular or bifurcated rivets,,15
8308.9010,Clasps,,20
8308.9020,Buckle,,15
8308.9030,Frames of hand bags and purses,,20
8308.9090,Other,,20
8309.1000,Crown corks,,20
8309.9010,Aluminium lids for cans of carbonated soft drinks,,5
8309.9090,Other,,20
8310.0010,Number plate assembly and parts thereof for agricultural tractors of sub - headings 8701.9220 and 8701.9320,,35
8310.0020,Number plates assembly and parts thereof for vehicles of heading 87.11,,35
8310.0030,Number plates assembly and parts thereof for other motor cars and vehicles,,35
8310.0090,Other,,20
8311.1000,"Coated electrodes of base metal, for electric arc- welding",,20
8311.2000,"Cored wired of base metal, for electric arc- welding",,15
8311.3000,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",,10
8311.9000,Other,,10
8401.1000,Nuclear reactors,,0
8401.2000,"Machinery and apparatus for isotopic separation, and parts thereof",,0
8401.3000,Fuel elements (cartridges) non- irradiated,,0
8401.4000,Parts of nuclear reactors,,0
8402.1110,With a steam production exceeding 45 t but not more than 350 t per hour and 80 kg per cm2 pressure,,20
8402.1120,Waste heat boilers (WHB's),,20
8402.1130,Heat recovery steam generators (HRSG's),,20
8402.1190,Other,,0
8402.1200,Watertube boilers with a steam production not exceeding 45 t per hour,,20
8402.1910,Firetube boilers,,20
8402.1920,Waste heat boilers (WHB's),,20
8402.1930,Heat recovery steam generators (HRSG's),,20
8402.1990,Other,,10
8402.2000,Super- heated water boilers,,20
8402.9010,For machines of heading 8402.1190,,0
8402.9020,For machines of heading 8402.1990,,10
8402.9090,Other,,20
8403.1000,Boilers,,20
8403.9000,Parts,,10
8404.1000,Auxiliary plants for use with boilers of heading 84.02 or 84.03,,10
